Bus factor for United Kingdom,Count,Percentage
0.0,2,1.3157894736842104
1.0,72,47.368421052631575
2.0,42,27.631578947368425
3.0,23,15.131578947368421
4.0,8,5.263157894736842
5.0,2,1.3157894736842104
6.0,1,0.6578947368421052
20.0,1,0.6578947368421052
100.0,1,0.6578947368421052
