Bus factor for Germany,Count,Percentage
0.0,11,5.092592592592593
1.0,125,57.870370370370374
1.5,2,0.9259259259259258
2.0,51,23.61111111111111
3.0,8,3.7037037037037033
3.5,1,0.4629629629629629
4.0,4,1.8518518518518516
5.0,7,3.2407407407407405
8.0,1,0.4629629629629629
10.0,3,1.3888888888888888
18.0,1,0.4629629629629629
20.0,1,0.4629629629629629
9999999999.0,1,0.4629629629629629
