Bus factor for United States,Count,Percentage
0.0,2,1.4492753623188406
1.0,73,52.89855072463768
2.0,39,28.26086956521739
3.0,13,9.420289855072465
4.0,8,5.797101449275362
5.0,1,0.7246376811594203
7.0,1,0.7246376811594203
20.0,1,0.7246376811594203
