Reasons to choose current job,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5,Rank 6,Rank 7,Rank 8
Desire to work in a research environment,27.77777777777778,20.13888888888889,11.805555555555555,11.888111888111888,9.79020979020979,,,
Desire to advance research,22.916666666666664,13.194444444444445,13.194444444444445,7.6923076923076925,6.293706293706294,,,
Opportunity to develop software,12.5,7.638888888888889,12.5,17.482517482517483,12.587412587412588,,,
I want to learn new skills,9.027777777777777,8.333333333333332,11.805555555555555,11.888111888111888,15.384615384615385,,,
The salary,8.333333333333332,9.722222222222223,6.25,6.293706293706294,8.391608391608392,,,
Freedom to choose own working practices,7.638888888888889,11.805555555555555,15.277777777777779,12.587412587412588,9.79020979020979,,,
Opportunity for career advancement,7.638888888888889,12.5,9.027777777777777,6.993006993006993,6.293706293706294,,,
Flexible working hours,2.7777777777777777,6.25,10.416666666666668,16.083916083916083,17.482517482517483,,,
Ability to work across disciplines,1.3888888888888888,10.416666666666668,9.722222222222223,9.090909090909092,13.986013986013987,,,
