Reasons to choose current job,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5,Rank 6,Rank 7,Rank 8
Desire to work in a research environment,26.08695652173913,8.695652173913043,17.391304347826086,13.043478260869565,,,,
Freedom to choose own working practices,17.391304347826086,8.695652173913043,8.695652173913043,4.3478260869565215,4.3478260869565215,,,
Desire to advance research,13.043478260869565,17.391304347826086,30.434782608695656,8.695652173913043,8.695652173913043,,,
I want to learn new skills,13.043478260869565,8.695652173913043,8.695652173913043,8.695652173913043,17.391304347826086,,,
Flexible working hours,8.695652173913043,17.391304347826086,4.3478260869565215,8.695652173913043,13.043478260869565,,,
Opportunity for career advancement,8.695652173913043,8.695652173913043,8.695652173913043,13.043478260869565,17.391304347826086,,,
The salary,8.695652173913043,13.043478260869565,8.695652173913043,4.3478260869565215,8.695652173913043,,,
Opportunity to develop software,4.3478260869565215,4.3478260869565215,13.043478260869565,8.695652173913043,8.695652173913043,,,
Ability to work across disciplines,,13.043478260869565,,30.434782608695656,21.73913043478261,,,
