Bus factor for Germany,Count,Percentage
0.0,17,5.762711864406779
0.5,1,0.3389830508474576
1.0,169,57.28813559322033
1.2,1,0.3389830508474576
1.5,2,0.6779661016949152
2.0,78,26.440677966101696
3.0,17,5.762711864406779
4.0,3,1.0169491525423728
5.0,3,1.0169491525423728
6.0,2,0.6779661016949152
50.0,1,0.3389830508474576
200.0,1,0.3389830508474576
